Year,World rank,EU rank,Company,Country,ISO3 Code,ICB3 short,ICB3 long,R&D (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),R&D-to-capex ratio (%),Operating profit (€million),Operating profit one-year growth (%),Profitability (%),Market capitalisation (€million),Market capitalisation one-year growth (%),Employees,Employees one-year growth (%)
2024,102.0,20,GEELY SWEDEN HOLDINGS AB,Sweden,SWE,Automobiles & Parts,Automobiles & Parts,2470.372632865,5.29683082874586,34970.6780696396,0.186006975261717,7.06412563103744,2204.2935683742,36.5277552564726,6.30326230445013,112.0709450097,1887.77380225151,7.42947953913422,5.39816185002833,,,42722.0,-1.99128240422115
2024,105.0,21,LEONARDO S.P.A.,Italy,ITA,Aerospace & Defence,Aerospace & Defence,2424.0,11.5508513575702,17763.0,16.1663723759074,13.6463435230535,895.0,14.4501278772379,5.0385633057479,270.837988826816,1052.0,6.91056910569106,5.9224230141305,14991.439918787,73.6190129001622,60468.0,17.6603362391034
2024,109.0,22,MERCK KGAA,Germany,DEU,Health industries,Pharmaceuticals & Biotechnology,2268.0,-6.97292863002461,21156.0,0.77644929262135,10.7203630175837,1702.0,-5.81073602656336,8.04499905464171,133.254994124559,3620.0,5.69343065693431,17.110985063339,17951.747736168,-3.10429858218242,62557.0,-0.55795765244484
2024,110.0,23,SCHNEIDER ELECTRIC SE,France,FRA,ICT producers,Electronic & Electrical Equipment,2260.0,12.1031746031746,38153.0,6.26984569104785,5.92351846512725,950.0,3.93873085339168,2.48997457604907,237.894736842105,6590.0,15.9190853122252,17.2725604801719,138669.667235023,33.1696203623975,167495.0,9.38734726131621
2024,111.0,24,NXP SEMICONDUCTORS N.V,Netherlands,NLD,ICT producers,Technology Hardware & Equipment,2259.12022331312,-2.93631100082714,12141.688324189,-4.98644169930757,18.6063104487079,699.778611993455,-12.0918984280532,5.7634374504519,322.83356258597,3341.99634228511,-5.54951033732306,27.5249722530523,50848.264701724,-10.2103493862852,33100.0,-2.23587441297221
2024,112.0,25,BIONTECH SE,Germany,DEU,Health industries,Pharmaceuticals & Biotechnology,2254.2,26.6689143627781,2751.1,-27.9628174914899,81.9381338373741,286.5,14.8757016840417,10.4140162116971,786.806282722513,-887.0,-197.088441330998,-32.2416487950274,26295.4625863776,15.8110490948274,6946.0,10.3941513032422
2024,113.0,26,INFINEON TECHNOLOGIES AG,Germany,DEU,ICT producers,Technology Hardware & Equipment,2222.0,1.46118721461187,14955.0,-8.3021644490772,14.8579070544968,2432.0,-11.2084702446148,16.2621196924106,91.3651315789474,2422.0,-35.7048048845235,16.1952524239385,41045.101734446,-0.047700396861969,58065.0,-0.896057347670251
2024,116.0,27,FORVIA SE,France,FRA,Automobiles & Parts,Automobiles & Parts,2155.7,-1.45371428571429,26974.2,-1.00448107927584,7.99171059753394,963.5,-14.1953869445187,3.57193169769632,223.73637778931,1209.5,13.8781658977497,4.48391425881027,1710.735531347,-57.4926529248521,149691.0,-2.45728584274935
2024,121.0,28,BASF SE,Germany,DEU,Chemicals,Chemicals,2105.0,-2.99539170506912,65260.0,-5.2857681925053,3.22555930125651,6198.0,14.8841519925857,9.49739503524364,33.9625685705066,2033.0,-7.80045351473923,3.11523138216365,38021.442824519,-12.534653787943,111822.0,-0.150904983436169
2024,122.0,29,BANCO SANTANDER SA,Spain,DNK,Financial,Banks,2104.0,-4.23304506144743,62346.0,3.47883817427386,3.37471529849549,8949.0,-21.8154813908789,14.3537676835723,23.5110068164041,19027.0,15.602405978492,30.5183973310236,69174.183593816,13.0888798686225,206753.0,-2.82519599180312
2024,126.0,30,DAIMLER TRUCK HOLDING AG,Germany,DEU,Automobiles & Parts,Automobiles & Parts,2065.0,5.57259713701432,54077.0,-3.24387189121489,3.8186289919929,1417.0,38.1091617933723,2.6203376666605,145.730416372618,4079.0,-24.2666171555886,7.54294801856612,29148.672805556,3.83950647473356,102895.0,-1.45667330677291
2024,142.0,31,VALEO,France,FRA,Automobiles & Parts,Automobiles & Parts,1850.0,-5.56406329760082,21492.0,-2.5040827436037,8.60785408524102,1138.0,18.0497925311203,5.29499348594826,162.565905096661,618.0,-0.643086816720257,2.87548855388051,2278.027256439,-33.0794085505717,106100.0,-5.89550054546906
2024,144.0,32,ELECTRICITE DE FRANCE,France,FRA,Energy,Electricity,1824.0,83.3165829145729,118690.0,-15.048491572129,1.53677647653551,22739.0,15.6200742360299,19.1583115679501,8.0214609261621,18327.0,4.92957746478873,15.4410649591372,,,191444.0,6.62433862433862
2024,145.0,33,KONINKLIJKE PHILIPS N.V.,Netherlands,NLD,Industrials,General Industrials,1788.0,-6.875,18021.0,-0.814574274863779,9.92175794905943,317.0,-8.11594202898551,1.75905887575606,564.03785488959,529.0,-397.191011235955,2.9354641806781,22934.520611042,19.0693377336714,67823.0,-2.63150338807856
2024,146.0,34,STMICROELECTRONICS N.V.,Italy,ITA,ICT producers,Technology Hardware & Equipment,1761.4784868611,-4.18848167539289,12722.109923958,-23.3308196531125,13.8458046455323,2972.37462700934,-30.4347826086956,23.3638495876524,59.2616580310879,1398.59466743671,-66.9697658558764,10.9934175682833,22121.368260374,-49.1998668120981,49602.0,-3.35327241197903
2024,150.0,35,UCB S.A,Belgium,BEL,Health industries,Pharmaceuticals & Biotechnology,1693.0,9.72132209980557,5613.0,15.3277172796384,30.1621236415464,234.0,-1.68067226890756,4.16889363976483,723.504273504274,833.0,32.6433121019108,14.8405487261714,37383.986874016,143.599484450204,9378.0,3.2478256082792
